No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008,
328,ADC,,-0.0882,-0.0957,-0.331,-0.2993,0.2853,0.3867,-0.2241,-0.0909,0.45,0.2222,-0.1818,0.5714,0.2281,-0.1298,-0.1382,0.3217,0.2105,-0.0404,0.1647,0.2687,-0.1067,0.1029,-0.3333,0,0,0,0,0,0,0,0,0,0,0,0,
329,ALT,,0.0583,-0.1953,-0.0519,0.2273,-0.2086,0.1583,0.0619,-0.0424,-0.0781,-0.0154,-0.0909,0.2435,0.1058,0,-0.0095,-0.3396,0.6737,-0.1739,0.15,-0.0291,-0.0096,-0.0459,-0.2968,-0.2512,-0.0096,-0.0142,-0.014,-0.1569,0,0,0,0,0,0,0,
330,ALV,,-0.3929,0.3333,-0.2759,0.1154,-0.1875,0.0492,-0.0896,0.1964,-0.1642,0.1167,0.25,0.2,0.25,-0.1351,-0.0513,0.2581,-0.2619,-0.3226,0.2653,-0.02,-0.0741,-0.1692,-0.4882,-0.1477,0,0,0,0,0,0,0,0,0,0,0,
331,AMC,,-0.0413,0.0762,0.2451,0.0952,0.1268,0.025,-0.0909,0.1,-0.1803,0.2386,-0.212,0.3889,-0.2683,0.64,0.1538,-0.2778,0,0.0526,-0.0856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,AME,,-0.025,0.0256,-0.025,-0.0698,0.1026,-0.0714,0.0769,-0.025,-0.0244,-0.18,0.0417,-0.2836,1.5769,0.04,-0.1071,0.2174,0,-0.2581,0.0333,0,-0.2308,-0.1702,-0.3974,-0.2571,-0.2606,0,0,0,0,0,0,0,0,0,0,
333,AMV,,1.1892,0.0882,-0.1053,-0.0732,0.1389,-0.0769,-0.093,0.075,-0.1837,-0.125,-0.125,-0.1899,0.881,0.2,0.0606,0.0645,0.069,-0.3409,-0.0833,0.0435,-0.2923,0.0156,-0.5039,0.075,-0.337,0.183,0.0552,0,0,0,0,0,0,0,0,
334,API,,-0.044,0.2297,-0.2128,-0.0105,-0.1038,-0.3728,0.1497,-0.0516,0.5196,-0.25,0.0543,0.4333,0.7308,0.3333,0.3448,0.2609,-0.3611,-0.1818,0.1,0.0811,-0.2745,0.0851,-0.5253,-0.2326,-0.1887,0.1606,0,0,0,0,0,0,0,0,0,
335,APP,,-0.0526,-0.1739,-0.0171,-0.064,-0.0741,0.0227,0.0076,-0.0296,0.08,-0.0385,-0.0152,0.1379,0.0841,-0.0531,0.2556,0.1538,-0.22,-0.3243,0.3704,-0.1,0,-0.2899,-0.2028,-0.2319,0,0,0,0,0,0,0,0,0,0,0,
336,APS,,-0.1111,-0.0357,0,-0.0968,-0.0882,-0.15,-0.1489,-0.1455,-0.1538,0.1607,0.1429,0.3243,0.1563,-0.1111,-0.0769,0.3448,-0.2564,-0.0488,0.5769,-0.2353,-0.2609,-0.0417,-0.4839,-0.2734,-0.0986,-0.2111,0,0,0.2,0,0,0,0,0,0,
337,ARM,,0.1333,0.0563,-0.0839,0.1698,0,0,0.0685,0.0598,0.2316,0.1243,-0.155,-0.005,0.1552,-0.2091,0.2291,0.0529,0.1333,-0.2424,0.65,-0.2157,0.2339,-0.0313,-0.0725,-0.0143,0,0,0,0,0,0,0,0,0,0,0,
338,ASA,,-0.25,-0.25,0.1429,-0.1765,-0.0556,-0.122,-0.3881,-0.3232,-0.4343,0,0.0234,0,0,0.0556,0,0.1739,-0.0282,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,ATS,,0.2299,-0.2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,B82,,-0.1,-0.1071,-0.125,-0.2,-0.1579,-0.0686,0.0099,-0.0194,-0.0804,-0.0968,0.1273,0.0784,0.0737,-0.1204,0.3171,-0.0889,0.2162,-0.3273,0.0476,0.0294,-0.2214,0.1696,-0.3488,-0.1443,0.0203,-0.3088,0.0071,0.0143,0.4531,0.2,0.4953,-0.2357,-0.2473,-0.2314,0,
341,BBS,,0.1679,-0.1329,-0.1684,0.1176,0.1333,-0.1477,-0.0222,0.0588,0.018,0.1678,-0.2434,0.6435,0.2105,0.092,0.16,0.0714,0,-0.1566,0.0641,0.0263,0.0411,-0.1512,-0.4028,-0.1676,-0.0699,-0.0211,-0.1364,-0.0351,0.2527,0.1974,0.4902,0,-0.2444,0.2162,-0.4278,
342,BCC,,-0.142,0.2482,-0.0473,0.0137,0.1774,-0.2485,-0.0884,0.3116,0.6235,0.2143,0,0.2281,0.1633,-0.1404,0.0364,0.4474,-0.1364,-0.2143,0.4,0.1765,-0.1707,-0.0682,-0.3714,-0.1765,-0.1827,-0.1613,-0.0313,-0.0857,-0.1667,0.1053,0.4476,-0.0455,-0.4527,0.4056,-0.3024,
343,BDB,,0.3065,0,0.0508,0,0.0351,0,0.0179,-0.0968,-0.0159,-0.125,0.2632,0.2955,-0.2903,-0.1733,0,0.0417,0,0.0746,0.1964,0.3659,-0.3492,-0.087,-0.0143,-0.1026,-0.2427,-0.1626,0.1182,0,0,0,0,0,0,0,0,
344,BED,,0.1875,-0.2344,0.3705,-0.0224,0.3391,0.013,0.369,0.2353,-0.0685,0.3273,-0.1406,0.1636,0.1,0.0309,0,-0.1182,0.1458,-0.1351,-0.0177,0.1188,-0.0288,0.0947,-0.246,0.05,-0.1946,0.0643,0.0145,-0.1534,0,0,0,0,0,0,0,
345,BHT,,0.1667,-0.3514,-0.075,0.1765,-0.3704,-0.1,0.1111,0.1739,-0.0612,-0.2222,0.3404,-0.0962,0.7333,-0.2105,0.1176,-0.1282,-0.4,-0.3367,-0.4842,0.0106,0.7091,-0.2857,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,
346,BII,,-0.8889,0.4516,0.3717,0.3452,0.1831,-0.2022,-0.1982,-0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,BKC,,-0.3168,-0.0648,-0.1148,0.0609,-0.1901,0.0519,0.063,0.2451,0.0408,0.0208,-0.3143,0.4433,-0.1565,-0.0873,0.4,0.5254,-0.3444,-0.2742,0.3191,0.1605,-0.2832,0.018,-0.2071,-0.186,-0.2074,-0.3155,0.0292,0.0267,-0.4175,0,0,0,0,0,0,
348,BLF,,0.1837,0.1667,-0.2759,-0.0333,-0.1781,-0.0875,-0.0361,-0.046,0.1757,0.4231,-0.1875,-0.1111,0.0141,0.2241,0.7576,0.1786,-0.2,-0.2708,0.4545,-0.175,0.0256,-0.1136,-0.45,-0.2308,-0.2121,0.1,0.0084,-0.0916,-0.1963,0.3814,0.8154,-0.2778,-0.3431,0,0,
349,BPC,,-0.0429,0.2,0.3258,0.0154,0.0317,-0.0156,-0.0303,0.0732,-0.0081,0.24,-0.2366,0.2018,0.2386,0.0115,-0.0842,0.2338,-0.0375,-0.0588,0.0625,0.1429,-0.1026,-0.0127,-0.3525,-0.1701,-0.2759,0.015,0,-0.1111,0.3235,0,0,0,0,0,0,
350,BSC,,-0.0988,0.6869,-0.2443,0.6273,0.61,0.2048,0.0641,0.2787,0.0702,-0.2083,-0.0526,0.1014,-0.1039,-0.0375,-0.1011,-0.0532,0.2703,0.0137,-0.1098,-0.1961,0.1087,0.0337,-0.1835,0,0,0,0,0,0,0,0,0,0,0,0,
351,BST,,-0.1481,0.0385,-0.0152,0,0.2222,-0.1692,0.0833,-0.1241,0.0703,-0.0519,0.0075,0.2182,0.0784,0.0303,0.1928,0.3175,-0.137,-0.2551,0.5806,0.1481,-0.1429,0.1667,-0.4808,0.04,-0.0991,0.0091,-0.0351,-0.0952,-0.0455,-0.0571,-0.0909,0,0,0,0,
352,BTS,,-0.098,0.2143,-0.0118,0,-0.086,-0.051,0,0.3425,0.4038,-0.0545,0.1458,0.1429,0.05,-0.0698,0.0238,0.3548,-0.5,0.0164,0.525,0.0526,-0.2549,-0.0727,-0.2763,-0.1264,-0.13,-0.1379,-0.0169,-0.0709,-0.1241,0.0662,0.4945,0,-0.526,0.3151,-0.3652,
353,BVS,,0.0513,0.2,-0.0226,0.0902,-0.1095,-0.0284,-0.0208,-0.027,-0.0513,0.2683,-0.1277,0.2703,0.11,-0.1935,-0.0159,0.3696,-0.156,-0.1742,0.0394,-0.0078,-0.2727,0.3968,-0.3668,0.1916,-0.201,-0.3344,-0.0427,-0.1481,-0.4262,0.3528,2.4685,-0.4091,-0.6425,0.6553,-0.656,
354,BXH,,0.0553,0.8952,-0.4474,0.4074,-0.0146,0.1417,0.1429,-0.2222,0.4674,-0.1786,-0.082,0.5443,0.7556,-0.0625,-0.1724,0.16,0.0417,-0.534,-0.3087,0,0.3925,-0.144,0,-0.0234,-0.498,-0.2273,0.6923,-0.0534,0,0,0,0,0,0,0,
355,C92,,0.1667,0,0.1952,0.1952,0.3125,0.6667,-0.2,-0.1176,0.1826,0.2637,-0.3209,0.0469,0.28,0.0526,0.0674,0.0595,0.0909,-0.2222,0.0313,0.1294,-0.1905,-0.0094,-0.4078,-0.2753,-0.012,0.2195,0.1389,-0.214,0.487,0.3391,0.2366,-0.1389,-0.4906,-0.2,-0.5546,
356,CAN,,-0.0429,0.212,-0.3056,0.5584,-0.061,-0.1055,-0.1379,0.0814,-0.0484,-0.1014,0.5682,0.0526,-0.1606,-0.2045,0.2038,0.215,-0.144,-0.2163,0.2269,0.0924,0.2865,-0.0887,-0.0193,-0.1687,0.0122,0.5472,0.0743,-0.075,0.0256,0,0,0,0,0,0,
357,CAP,,-0.301,-0.1488,0.168,0.451,0.198,0.0643,-0.1026,0.1429,0.0748,-0.1885,0.083,0.1514,0.0913,-0.2333,-0.2405,0.58,-0.0775,0.1061,0.2895,0.4394,-0.1429,0.0336,-0.2359,0.0104,-0.0493,0.1534,0.0667,-0.1223,0.0444,0.295,0.2636,-0.2414,-0.3409,0.3333,-0.45,
358,CCM,,0,-0.0133,0.1111,-0.1,-0.162,0.5982,-0.7742,0,2.0429,0.3583,0,0.1215,0.2159,-0.12,-0.0291,-0.0374,-0.3141,0.2683,0.382,0.2899,-0.4052,-0.1077,-0.4091,-0.2199,-0.4063,0.1256,0.2866,-0.2372,0.0488,0.0933,1.4671,-0.6142,0,0,0,
359,CEO,,0.1837,-0.125,-0.1318,-0.1623,0.0336,0.192,0.0417,-0.0551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,CJC,,0.2651,-0.0514,0.129,-0.019,0.1286,0.3659,0.0513,-0.2169,0.0969,-0.1402,0.1234,0.2983,-0.1171,-0.1529,0.3152,0.2267,0.0714,-0.3886,0.2722,0.1842,-0.1556,0.0843,-0.2095,-0.17,0.0161,-0.2362,0.1519,0.0291,0.1,0.087,0.2366,-0.0462,-0.25,0.1017,-0.41,
361,CKV,,0.0142,-0.1076,-0.0125,0.0063,0.053,0.0863,0.2636,0.1458,0,-0.04,-0.0991,0.3537,0.038,-0.1939,0.2564,-0.0488,-0.0889,0.0976,0.4909,0.1,-0.5,-0.0741,-0.1429,0.125,-0.2432,-0.2525,0,0,0,0,0,0,0,0,0,
362,CMC,,-0.1071,0.3333,-0.0667,0.0465,-0.0444,-0.1667,0.08,-0.1379,0.1154,-0.1333,0.1111,0.0189,0.2619,-0.125,0.2308,0.0833,-0.234,-0.1897,0.381,-0.5882,0.0408,0.0426,-0.4471,-0.15,-0.2754,-0.0316,0.7066,-0.1893,0.2189,0.3203,1.4615,-0.4951,-0.4876,0.1105,-0.6108,
363,CMI,,-0.2083,0.2,-0.0123,-0.1099,-0.0714,-0.1478,-0.223,-0.0573,-0.0872,0.0552,-0.2163,1.5679,0.3279,0.1731,-0.2353,0.2143,-0.4717,0.0192,1.2128,0.0444,-0.3077,-0.1447,-0.3871,-0.3575,-0.081,0,0,0,0,0,0,0,0,0,0,
364,CMS,,-0.1429,-0.2533,-0.0625,-0.1304,-0.0417,-0.1933,-0.063,0.0583,0.1111,0.0485,-0.2643,0.2844,0.0583,-0.0804,0.0874,0.0842,-0.1593,-0.1986,0.396,-0.1217,-0.1353,0.1565,-0.3314,-0.2287,0,0,0,0,0,0,0,0,0,0,0,
365,CPC,,0.2136,0,-0.0135,0.0619,-0.0187,-0.0228,-0.0437,-0.0913,0.2353,-0.0727,0.1702,0.2533,0.0791,-0.0211,0.0519,0.1345,-0.0703,0.1034,0.1048,0.0294,-0.0097,-0.0636,-0.3125,-0.1623,-0.0773,-0.1116,0.2199,0,0,0,0,0,0,0,0,
366,CSC,,0.0813,0.1765,-0.0286,-0.1304,-0.08,-0.125,0.4286,-0.125,0.7778,-0.4611,0.0438,1.0779,-0.0253,0.2154,-0.2442,0.0118,-0.0449,-0.2937,0.1053,0.0654,-0.3515,-0.0934,0.1098,-0.2477,-0.2709,-0.1206,0.0089,-0.3273,0,0,0,0,0,0,0,
367,CT6,,-0.375,-0.1111,-0.1,0.0345,-0.0333,-0.0625,-0.0588,0.1209,-0.0109,0.0824,0,0.4167,-0.1781,0,-0.0988,0.1739,-0.1481,-0.0357,-0.1064,-0.0693,0.086,-0.0412,-0.2177,-0.1678,-0.2802,-0.1,0,0,0,0,0,0,0,0,0,
368,CTA,,-0.2273,-0.3714,0.0294,-0.0811,0.0278,-0.122,0.0513,-0.0714,0.05,-0.0244,0.2424,0.1,0.1111,-0.129,-0.2619,0.1351,-0.075,-0.2982,0.425,0,-0.2982,0.0364,-0.5045,-0.25,0,0,0,0,0,0,0,0,0,0,0,
369,CTB,,-0.0339,-0.0167,-0.0909,0.0061,-0.0061,-0.0294,-0.0556,0.0286,0.0606,0.2,0.1653,0.2487,0.0925,0.0422,0.0375,0.1034,-0.0461,-0.044,-0.1017,-0.1531,0.045,0.0256,-0.0051,0.1011,-0.0918,-0.02,-0.0521,0.0603,0.0757,0.2847,0.152,-0.0234,-0.2967,-0.0055,-0.39,
370,CTC,,-0.2,-0.0588,0.1039,0,-0.0375,-0.0244,0.3667,-0.1045,-0.1928,0.0779,0.0405,-0.039,0.2419,-0.0159,0.0862,0,-0.0333,-0.25,0.2903,0.1273,-0.2029,-0.1266,-0.1596,-0.2932,-0.179,0.08,0.3636,-0.1406,-0.0448,0.0229,0.0738,0.0167,-0.2941,0,0,
371,CTP,,0.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,CTS,,0.05,-0.1304,0,-0.0548,-0.0641,0,-0.093,-0.0652,-0.156,0.3133,-0.0119,0.2174,0.0781,-0.1351,-0.039,0.2419,-0.1507,-0.1609,0.2609,0.1311,-0.2078,0.3509,-0.4184,0,-0.1624,-0.2822,-0.0791,-0.0923,-0.3944,0,0,0,0,0,0,
373,CTT,,-0.3778,0.2857,0.0448,-0.1184,-0.2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,CTX,,0.1139,-0.1222,-0.1176,0.0099,0.3467,0.1111,0.1345,0.1667,0.186,-0.0337,-0.2458,0.475,0,0.4286,-0.3913,0.1646,-0.2404,-0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,CVN,,0.2353,-0.1905,-0.087,0.0455,0,0,-0.2143,-0.2432,0.2333,0.0714,-0.0968,0.0333,0.6667,-0.5714,-0.16,-0.1228,-0.4571,-0.25,-0.4615,-0.0647,-0.2486,0.3806,-0.0074,0.0547,-0.2025,0,0,0,0,0,0,0,0,0,0,
376,CVT,,0.0557,0.5192,0.1712,-0.1395,0.2524,-0.2016,-0.0786,0.2174,-0.0574,0.6376,-0.1337,0.8696,0.1646,-0.1505,0.0449,0.1125,-0.1209,-0.35,0.5385,0.0964,-0.17,0.0101,-0.4375,-0.2727,0.1921,-0.4392,1.3506,-0.0994,0,0,0,0,0,0,0,
377,CX8,,0.0792,0.1744,-0.0652,0.2105,0.1014,0.0455,0.1186,0.3111,0.0465,-0.2037,0.2273,0.1282,0.3448,-0.1944,-0.1429,0.2353,-0.1905,-0.1923,0.2683,-0.18,-0.1228,-0.5615,-0.1975,-0.105,-0.2198,0.0943,0,0,0,0,0,0,0,0,0,
378,D11,,-0.0099,0.0521,-0.0495,-0.1368,-0.041,-0.0615,-0.0152,0.0233,0.032,-0.053,0.0476,0.0957,-0.2581,0.069,0.4216,-0.0097,-0.1626,-0.3911,0.0688,0.4,-0.325,-0.1736,-0.6159,0,0,0,0,0,0,0,0,0,0,0,0,
379,DAD,,0.0287,-0.0695,0.0163,-0.0054,0.1635,-0.1167,0.1111,-0.0743,-0.0489,0.1572,-0.0422,-0.0674,0.2993,0.1913,0.0952,0.1932,0.0732,-0.0353,0.25,0.0149,-0.029,0.1129,-0.2619,-0.215,-0.1832,0.048,0.0776,-0.1278,-0.1074,0,0,0,0,0,0,
380,DAE,,0,-0.023,0.1837,-0.02,-0.0323,-0.0064,-0.025,-0.0303,-0.0625,-0.0056,-0.0167,0.2414,0.2083,0.0714,-0.0894,0.2059,0.0625,0.0667,0.0465,0.2647,-0.15,0.3559,-0.404,-0.0748,-0.1641,-0.0791,0,-0.0479,-0.131,0.2537,0.2885,-0.1613,-0.4768,0.9113,-0.5908,
381,DBC,,0.0383,0.0578,0.1533,0.1538,0.0656,-0.1127,-0.0614,0.0655,0.127,0.2079,-0.1855,0.3333,0.0508,-0.0829,-0.1422,0.0045,0.0516,-0.0533,0.2931,0.2254,-0.1069,0.1778,-0.2781,-0.4138,-0.0989,-0.149,0.2606,-0.0407,-0.0703,0.5612,0.7955,-0.3889,-0.4706,1.3584,0,
382,DBT,,-0.0505,0.3374,-0.0686,-0.0789,0,-0.0256,-0.0488,0.0049,-0.0727,-0.1698,-0.0862,0.1508,0.0286,0,-0.0613,0.5353,0.1039,-0.0375,0,0.1348,-0.1706,-0.1282,-0.1875,-0.0123,-0.1,0.063,0.0628,-0.1082,0,0,0,0,0,0,0,
383,DC2,,0.0189,0.2326,-0.0652,0.15,1.1053,-0.4571,0.3462,-0.3953,0.0488,-0.0465,-0.14,-0.3243,0.1563,-0.0303,-0.0704,0.2909,-0.2029,-0.303,0.4143,0.0938,-0.2471,-0.0761,-0.3429,-0.2857,-0.3951,0,0,0,0,0,0,0,0,0,0,
384,DC4,,-0.1446,0.0375,0.0526,0.2258,-0.1389,-0.04,-0.1379,0.061,-0.012,0,-0.0879,0.3,0.0448,-0.0694,0.0909,0.1,-0.1176,-0.0286,-0.2222,0.4063,-0.2558,0.2464,-0.4298,-0.1232,-0.2581,-0.1143,-0.2759,-0.0523,0.0515,0.3857,0.6031,-0.3105,0,0,0,
385,DCS,,-0.1613,-0.3261,0.3143,0.0294,0.0303,-0.2143,-0.087,-0.1786,-0.1642,0.2182,-0.0517,0.381,0.6154,-0.2121,-0.175,0.3793,-0.3095,-0.2759,0.0357,0,-0.2911,0.2154,-0.48,-0.2978,-0.022,-0.3767,0.9597,-0.255,0.5748,0.4941,0.6346,-0.2877,-0.3241,0.0909,-0.55,
386,DGC,,-0.0696,0.0824,-0.1634,0.1545,0.5439,-0.139,0.0122,-0.0917,-0.2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
387,DGL,,0.0123,0.0125,-0.1507,0.2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
388,DHP,,-0.0374,-0.0855,0.0086,0.1837,0.0769,0.0706,-0.0556,0.0112,-0.0632,0.2338,-0.163,0.2432,0.1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
389,DHT,,0,0.1969,0.0643,0.1507,0.1587,-0.087,0.0714,-0.0747,0.0388,0.1395,-0.2364,0.8075,-0.0047,0.0439,-0.0596,-0.1648,-0.0151,-0.1534,-0.1401,0.0055,0.3407,0.102,-0.302,-0.1837,-0.3281,0.641,0.2787,0.0481,-0.0136,0.0424,0.4513,0,0,0,0,
390,DID,,0.119,0,-0.1923,-0.0545,0.0577,0.04,-0.0566,0.06,0,-0.0385,-0.0714,0.1667,-0.04,-0.0741,0.1739,-0.0417,-0.0588,-0.1774,0.0877,0.0364,-0.3125,0.0127,-0.3577,-0.2115,-0.2778,-0.3591,0.4716,0,0,0,0,0,0,0,0,
391,DIH,,-0.068,0.0619,0.1687,0.0375,-0.1579,-0.0104,0.0213,0,-0.0309,-0.0673,-0.037,0.0093,-0.0273,-0.3529,0,0.5741,-0.027,-0.1838,0.1624,0.0734,-0.1926,0.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,DL1,,0.3738,0.0288,-0.028,0.0388,0,0.1319,0.0581,-0.0115,-0.0114,-0.033,0.0341,0.5172,-0.2368,0,-0.0256,-0.0714,-0.087,-0.4177,0.264,-0.1722,0.0134,0.1462,-0.1156,0.05,-0.3171,-0.17,0,0,0,0,0,0,0,0,0,
393,DLR,,0.303,0.2453,-0.6558,1.1096,-0.3596,1.2353,-0.3544,0.3167,-0.1304,-0.0921,0.2258,-0.0606,0.0154,-0.2169,0.0375,-0.1304,-0.1786,-0.2483,-0.1024,0.0641,-0.1186,-0.1238,-0.2628,0.5222,-0.4118,0.0408,0,0,0,0,0,0,0,0,0,
394,DNC,,0.1034,0.8913,0.15,0,0.5385,-0.2614,0.0353,-0.15,0.1111,0.4876,0.4578,0.0247,0.1571,-0.1765,-0.0556,-0.0722,0,0.3472,0,1.3226,-0.5,-0.2619,-0.5359,0.1037,0.0061,-0.0944,0.3534,0,0,0,0,0,0,0,0,
395,DNM,,0.078,-0.0781,0.0667,0.0345,-0.1714,0.0479,-0.1164,0.008,0.0714,0.0938,-0.1899,0.7325,0.0507,0.0796,0.0203,0.4275,0.0615,0.413,-0.2,-0.1085,-0.0786,-0.1954,-0.275,0,0,0,0,0,0,0,0,0,0,0,0,
396,DNP,,-0.0577,-0.314,0.6696,0.0607,0.2515,-0.0393,-0.1682,-0.0489,0.25,0.1921,-0.3167,0.5241,-0.0333,0,-0.026,0.2941,-0.0846,-0.2353,-0.0811,0.1783,1.0128,0.04,-0.3421,-0.2349,-0.2359,-0.0625,0.0777,-0.1681,0.2211,0,0,0,0,0,0,
397,CDN,,-0.0222,0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398,DNY,,-0.2143,-0.0789,0.52,-0.0385,-0.1186,-0.0167,0.1765,-0.0893,-0.0667,0,-0.1304,-0.2333,0.0843,-0.1616,0.1379,0.381,-0.241,-0.2243,-0.2465,0.0441,-0.0621,-0.1899,-0.1182,-0.0602,-0.188,-0.2888,0,0,0,0,0,0,0,0,0,
399,DPC,,0.2735,0.018,0.4522,-0.0417,0.206,0.2134,0.1081,0.184,0.0593,-0.0084,-0.15,-0.0141,-0.224,0.4878,0.025,0.0526,0.0654,-0.144,0.1161,0,-0.1181,0.1043,-0.3275,0.0059,-0.1866,-0.0543,0.1946,-0.1667,0.3059,0,0,0,0,0,0,
400,DPS,,-0.6269,-0.1067,-0.2991,-0.3743,0.5405,-0.3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401,DST,,-0.0792,-0.1465,0.2369,1.899,-0.1391,-0.0726,-0.1622,1.2769,0.3265,0.0426,-0.1897,0.16,-0.0385,-0.1034,0.5676,0.3704,-0.2059,-0.2444,0.1538,0.0263,-0.0256,-0.22,-0.2308,-0.1096,-0.2626,-0.2929,0.5556,-0.0909,-0.1391,0.15,0.4925,-0.2472,-0.4183,-0.0316,-0.3277,
402,DXP,,-0.1152,-0.6443,-0.1003,0.2673,0.2413,-0.1275,0.2667,-0.0714,0.0269,0.0651,-0.2601,0.1585,0.0516,-0.0858,0.2135,0.259,0.1731,0.0236,0.0583,-0.1078,-0.0881,-0.0484,-0.4038,0.0359,-0.0528,-0.1283,-0.0689,-0.0467,0.0074,0,0,0,0,0,0,
403,DZM,,-0.1304,1.0536,0.0182,0.2222,-0.1818,-0.0984,0.1091,0,0.2222,-0.2241,-0.0492,0.6944,-0.122,-0.0238,-0.25,0.0769,-0.2778,-0.3684,-0.0732,-0.1151,-0.411,-0.4187,0.2378,0.7083,-0.2558,-0.5178,0.2442,0.3565,-0.2268,0,0,0,0,0,0,
404,E1SSHN30,,0,0,0,0.0526,0,0,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405,EBS,,0.0366,0,-0.0989,0.1098,0.0789,-0.0732,-0.0787,0.0471,0.0759,0.0395,-0.1915,0.1463,0.0789,-0.0617,-0.0122,0.0649,0.0267,0.0135,0.2333,0.0526,-0.1618,0.2143,-0.3,-0.2079,-0.2837,-0.1506,0.2969,-0.3876,-0.103,0.4207,0.4261,-0.1727,-0.5397,0.7765,-0.5467,
406,ECI,,-0.16,0.0638,-0.0473,0.0137,-0.0068,-0.2263,-0.0306,0.0208,-0.0588,-0.0377,-0.032,0.5755,0.3238,0.0714,0.0208,0.0435,0.0455,-0.0737,0.2025,0.0533,0.3158,-0.0172,-0.3626,-0.4348,-0.3686,1.0732,0.1827,-0.1034,-0.072,0,0,0,0,0,0,
407,EFI,,0,-0.05,-0.0123,0.0385,0.0541,-0.119,0.2353,0.0462,-0.0441,0.1148,-0.1867,0.1364,0.1379,-0.1944,0.125,0.1636,-0.1129,-0.1268,0.2456,0.1176,-0.1639,0.0167,-0.2857,-0.2,-0.2953,-0.2074,-0.157,0,0,0,0,0,0,0,0,
408,EID,,-0.026,0.1159,0,0.0299,0,0,0.0635,-0.0382,0.0234,0.0667,-0.1111,0.0465,0.4176,-0.0109,0.122,-0.1087,0.0824,-0.0556,0.2329,0.0282,-0.0139,0.1077,-0.3085,-0.1376,-0.227,-0.1706,-0.0395,-0.2098,-0.1004,0,0,0,0,0,0,
409,FDT,,0,0.0294,0.2364,0.0742,0.0119,0.0542,-0.0943,0,0,-0.0536,-0.2839,0.1848,-0.0237,0.2071,-0.2222,0.7143,0.0244,0.2893,-0.2429,-0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
410,FID,,-0.9218,0.1329,0.254,0.1455,-0.4054,0.5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411,DP3,,-0.0345,0.1462,0.6867,-0.3478,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
412,G20,,-0.5,-0.039,-0.0494,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
413,GLT,,-0.3451,0.4366,0.2241,-0.1471,0.3934,0.291,0.0216,-0.0212,0.08,0.1905,-0.16,0.0234,0.3154,-0.3085,0.6068,0.0263,-0.1556,-0.1509,0.314,-0.0763,-0.0576,-0.1313,-0.3676,0.0542,-0.2941,-0.0556,-0.1818,-0.1745,0,0,0,0,0,0,0,
414,GMX,,0.1166,0.1737,0.1176,0.0828,-0.0485,0.2406,0.0813,-0.0391,0.1852,-0.2703,0.0278,0.1077,0.1111,-0.1,0.0236,0.114,-0.0172,0.0943,-0.1452,-0.0462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
